category,title,story,url
Politics,Anti-Government economists need to stop worshipping US dollar – Cde Mutsvangwa,"Columbus Mabika and Rumbidzai Mushonga Zimbabwe on Thursday held belated commemorations for International Day for Mine Awareness in Harare amid calls for increased funding to demining operations for the country to achieve total freedom, 44 years after the liberation war ended. The settler regime laid huge minefields of anti-personnel mines along the borders 6 percent […]",https://www.herald.co.zw/anti-government-economists-need-to-stop-worshipping-us-dollar-cde-mutsvangwa/
Politics,Government committed to a landmine-free nation,"Peter Matika-Bulawayo Bureau THE Government has availed US$15 million to the Bulawayo City Council to support emergency interventions to address the water supply challenges and avert any potential hazards. The city has already started drawing 15 megalitres of water from the rehabilitated boreholes at the Nyamandlovu Aquifer, a huge boost to supplies as major dams […]",https://www.herald.co.zw/government-committed-to-a-landmine-free-nation/
Politics,Government avails US$15m to ease Bulawayo water crisis,"Wallace Ruzvidzo-Herald Reporter THE Government is buying maize at US$390 per tonne for the 2022/23 season as it consolidates an ongoing  mop-up exercise aimed at supporting national food security and sustainable agriculture. Information, Publicity and Broadcasting Services Minister Dr Jenfan Muswere announced the development yesterday,  saying Government had since put in place parameters to ensure […]",https://www.herald.co.zw/government-avails-us15m-to-ease-bulawayo-water-crisis/
Politics,Government intensifies maize mop up exercise,Tadious Manyepo Sports Reporter GOVERNMENT have pledged more support to boxer Aliya Phiri who successfully defended his African Boxing Union (ABU) lightweight title on Saturday. Phiri showed a lot of industry and tenacity to dislodge his Tanzanian challenger Saidi Mkola via a unanimous points decision in a gruelling 12-round bout at 7 Arts Theatre in Harare. […],https://www.herald.co.zw/government-intensifies-maize-mop-up-exercise/
Politics,Government hails Phiri’s boxing heroics,"Zvamaida Murwira Senior Reporter AT least 300 new schools will be registered this coming term, comprising mainly upgraded satellite schools, while another 50 will be built by the end of the year by development partners working with Government. This follows the Second Republic’s commitment to walk the talk on reducing the distance that learners walk […]",https://www.herald.co.zw/government-hails-phiris-boxing-heroics/
Arts & Culture,,"Talent Chimutambgi Arts Reporter As Emmerson Dambudzo Mnangagwa Road weaves its way out of Harare to the northeast, flanked by several car sales, Newlands Shopping Centre suddenly appears. Vehicles slow down because of traffic lights and a subsequent roundabout ahead, giving motorists time to take their eyes off the road. Between the traffic lights and […]",
Arts & Culture,Sculptors hit hard times,"Valerie Mpundu Arts Reporter Renowned author and tutor Dr Manners Msongelwa, who is also a history teacher at Camelot High School in Kwekwe, has launched another book titled “Chronicles of High School: Wisdom for the Student Journey”. The book, written in proverbial craft, takes the reader into the transformative adolescence journey, offering invaluable lessons and […]",https://www.herald.co.zw/sculptors-hit-hard-times/
Arts & Culture,Wisdom for the student journey,"Arts Reporter The interdenominational choral group Zimpraise Legacy’s album launch dubbed ‘The Love Project Season 16,’ held at the Harare Gardens on Saturday, was a show of talent as local gospel acts who supported the event, put up a sterling performance. Most artistes who performed at the launch gave polished performances, making it difficult to […]",https://www.herald.co.zw/wisdom-for-the-student-journey/
Arts & Culture,Zimpraise Season 16 launch lives to billing,"London. — Bruce Willis is “doing OK” amid his battle with dementia. The 69-year-old actor was diagnosed with frontotemporal dementia in 2023, but his eldest daughter Rumer Willis has revealed that Bruce is in good spirits. The 35-year-old actress told Fox News Digital: “He’s great. Yeah, yeah, doing OK. Thank you so much for asking.” […]",https://www.herald.co.zw/zimpraise-season-16-launch-lives-to-billing/
Arts & Culture,Bruce Willis in ‘good spirits’ amid battle with dementia,"Lifestyle Writer Some say the month of May is pure magic. While the past month of April was full of surprises, a mixture of cold, dreary days and sunny ones here and there. Well, May is a month of rebirth, inspiration and excitement as the globe is about to close out the first two quarters […]",https://www.herald.co.zw/bruce-willis-in-good-spirits-amid-battle-with-dementia/
Arts & Culture,"Unpacking African Fashion Extravaganza, Exhibition","Talent Chimutambgi Youth Interactive Writer  Young soccer aspirants for a local football academy, FC Porto Dragon Force have revealed that the team will travel to Portugal.  This was revealed when Youth Interactive visited the training session on Thursday where young boys and girls are taking part.  The trip which is scheduled for July will bring […]",https://www.herald.co.zw/unpacking-african-fashion-extravaganza-exhibition/
Arts & Culture,F.C Porto Dragon Force soccer aspirants eyes Portugal trip,"Youth Interactive Writer Award-winning author, Chengeto Mayowe Jnr has broken the record after she wrote a children’s book that has been translated into 15 languages.  The book which is expected to be launched in August this year will be record-breaking with 15 languages, 11 of these being indigenous languages that are spoken in Zimbabwe and […]",https://www.herald.co.zw/f-c-porto-dragon-force-soccer-aspirants-eyes-portugal-trip/
Arts & Culture,Mayowe translates book into 15 vernaculars,"LOCAL (SOUTHERN) Channel: OneZed Amooye Genre: Comedy Monday 6 May at 21:25 on OneZed, available on DStv Compact and up Three women – Noni, Muta and Wiza – try to find themselves after suffering life changing traumatic events. ************ Back to School Genre: Reality Tuesday 7 May at 18:50 on OneZed, available on DStv Compact […]",https://www.herald.co.zw/mayowe-translates-book-into-15-vernaculars/
Arts & Culture,DStv Content Corner,"Laina Makuzha LOVE by DESIGN Here’s hoping all had a restful International Workers’ Day on Wednesday.  As for me, it’s been an overwhelming week with a lot to process in a world where headlines scream of abuse, betrayal, and heartache — because it’s easy to lose sight of hope.  This week, as I sifted through […]",https://www.herald.co.zw/dstv-content-corner-8/
Arts & Culture,"From darkness to hope. . . Nurturing trust, ending abuse","Small portions of food beautifully decorated food on a large plate are what most people associate with fine dining.  While in some cases that might be so, that’s not all that fine dining is about. Fine dining is a term often used to describe a high dining experience that typically has impeccable service, elegant atmosphere, […]",https://www.herald.co.zw/from-darkness-to-hope-nurturing-trust-ending-abuse/
Arts & Culture,What to expect when you go to a fine dining restaurant,"Latwell Nyangu Youth Interactive Writer There are many expectations associated with college, however the experience may differ. But never let your academic pursuits be ridiculed for whatever reason. Continue learning; it will make the world a safer and happier place for future generations. I recognise that most students want to excel in every class, make […]",https://www.herald.co.zw/what-to-expect-when-you-go-to-a-fine-dining-restaurant/
Arts & Culture,There’s never a dull moment in education,Takudzwa Madondo Youth Interactive Writer She scored 24 points in five subjects at A Level but her dreams seem to be hitting a brick wall. Her parents are not able to take her further to pursue her dream. This is the story of Shalom Kanda whose journey to be a lawyer has been put on […],https://www.herald.co.zw/theres-never-a-dull-moment-in-education/
Arts & Culture,Student’s dreams shattered over financial challenges,"Coach Foreign Guy Fitness Correspondent Hundreds of fad diets, weight-loss programmes and outright scams promise quick and easy weight loss.  However, the foundation of successful weight loss remains a healthy, calorie-controlled diet, combined with increased physical activity.  For successful, long-term weight loss, you must make permanent changes in your lifestyle and health habits. It is […]",https://www.herald.co.zw/students-dreams-shattered-over-financial-challenges/
Arts & Culture,How to lose weight fast,"Arts Reporters It’s a new month and the fun doesn’t stop. Here is our weekend guide on some of the events taking place across the world.  Soja Bula The trio of Dereck Mpofu, Pah Chihera, and Evans Mapfumo are set to ignite Londoners Public House, Harare, tomorrow.  Dereck Mpofu is popular for his “Mari (Unonaka […]",https://www.herald.co.zw/how-to-lose-weight-fast/
Arts & Culture,Weekend guide: Places to be for entertainment,"Arts Correspondent Sungura maestro Alick Macheso and Orchestra Mberikwazvo has postponed his album launch to August 2 from June 7. In a statement by his management, Macheso confirmed the development. “Alick Macheso and Orchestra Mberikwazvo regret to announce a change in the date of their highly anticipated album launch.” “Originally slated for the 7th of […]",https://www.herald.co.zw/weekend-guide-places-to-be-for-entertainment/
Sports,,"Sports Reporter FORMER Premier Soccer League Golden Boot winner, Norman Maroto has pleaded with football authorities to resolve the transfer wrangle that has kept Obriel Chirinda on the sidelines since the start of the season. The Zifa Player Status Committee is expected to deliberate on Chirinda but there are concerns that it might drag on […]",
Sports,Maroto pleads for Chirinda solution,"ZIMBABWEAN starlet, Vernon Masara, was on Saturday named Burnley’s Academy Player of the Year for the 2023/24 season. Masara, who turned 17 last month, has spent much of the season playing with the Under-21s squad and has impressed with his eye-catching performances. The first-year scholar has shown flexibility by playing through the middle and off […]",https://www.herald.co.zw/maroto-pleads-for-chirinda-solution/
Sports,Masara named Burnley Academy Player of the Year,"Bruce Chikuni Sports Reporter IF Yadah Stars forward Khama Billiat had his own way, he would have asked for a delay to his automatic two-game suspension to be able to face former employer, CAPS United, this Saturday at Rufaro. His presence could have brought a different spark to those who saw him making early steps […]",https://www.herald.co.zw/masara-named-burnley-academy-player-of-the-year/
Sports,Billiat misses chance to face Chitembwe,ZIMBABWEAN duo of goalkeeper Elvis Chipezeze and striker Edmore Chirambadare bounced back into the South African Premiership as Magesi FC confirmed their automatic promotion from the Motsepe Foundation Championship on Sunday. Magesi defeated Milford FC 3-1 to open an unassailable 18-point lead at the top of the table. Chipezeze (34) has been at Magesi since […],https://www.herald.co.zw/billiat-misses-chance-to-face-chitembwe/
Sports,Zim duo back in SA Premiership,"Takudzwa Chitsiga Sports Reporter THE Mwana Group International Rugby Festival, whose curtain came down at Harare’s Prince Edward High School on Saturday, has been described as a huge success. The rugby meet saw top teams from Zimbabwe, international teams, and primary school tournaments for both boys and girls. It marked a return of the popular […]",https://www.herald.co.zw/zim-duo-back-in-sa-premiership/
Sports,Mwana Schools rugby tourney ‘a success’,"Innocent Kurira Sports Reporter HIGHLANDERS have three seemingly difficult fixtures lined up for this month, but coach Kelvin Kaindu is confident they will get positive results. First, Bosso plays host to FC Platinum at Barbourfields Stadium on Sunday before travelling to Nyamhunga Stadium for a date with ZPC Kariba. After that Bosso will face joint […]",https://www.herald.co.zw/mwana-schools-rugby-tourney-a-success/
Sports,Kaindu tips Bosso to bounce back,"Collin Matiza HAMISH Perry raised the roof at Donnybrook Park Raceway in Harare on Sunday when he blazed his BMW to a sensational victory during the Tiger Wheel&Tyre 1-Hour Endurance Race Day, which began with plenty of unmissable action. Second place went to Jess Watson and Jim Perry, who shared a Toyota Supra, while Eric […]",https://www.herald.co.zw/kaindu-tips-bosso-to-bounce-back/
Sports,Perry dazzles fans during 1-Hour Endurance Race Day,"Sports Reporter AMBITIOUS Premier Soccer League side GreenFuel are set to unveil a new technical team after it emerged yesterday they had finally managed to land their target Saul Chaminuka. According to sources in the Lowveld, the Chisumbanje-based outfit has also lured Taurai Mangwiro to come in as assistant coach, and former ZIFA technical director […]",https://www.herald.co.zw/perry-dazzles-fans-during-1-hour-endurance-race-day/
Sports,GreenFuel set to unveil Chaminuka,"Zimpapers Sports Hub ALL eyes will be on captain and all-rounder, Sikandar Raza as Zimbabwe seek to keep the five-match Twenty20 international series against Bangladesh alive when they clash in Game 3 in Chattogram, popularly known as Chittagong, today. Bangladesh have taken a 2-0 lead in what has been a one-sided affair so far in […]",https://www.herald.co.zw/greenfuel-set-to-unveil-chaminuka/
Sports,All eyes on Raza. . . Tigers seek series win,"Takudzwa Chitsiga Sports Reporter TWO of the country’s top golfers Scott and Kieran Vincent arrived in Harare yesterday ahead of the FBC Zimbabwe Open. The duo, who will be part of the four-day tournament set for Royal Harare Golf Club from Thursday to Sunday, touched down at the Robert Mugabe International Airport at lunch hour […]",https://www.herald.co.zw/all-eyes-on-raza-tigers-seek-series-win/
Sports,Vincent brothers jet in for FBC Zim Open,"Tadious Manyepo Sports Reporter HERENTALS College mainstay Godfrey “Marabha” Mukambi used to be a prolific striker before the late iconic coach, Friday “Amayenge” Phiri, shaped him for deep roles in midfield and defence. That’s a little more than a decade ago at then-first-division club Border Strikers. It was his goals that played a huge part […]",https://www.herald.co.zw/vincent-brothers-jet-in-for-fbc-zim-open/
Sports,Marabha picks incredible form,"ZIMBABWE suffered another batting collapse and needed heroics from newcomers Johnathan Campbell and Brian Bennett to post a modest total, which Bangladesh overhauled with nine balls remaining in the second Twenty20 international in Chittagong yesterday. Bangladesh now have a 2-0 lead in the five-match series. Towhid Hridoy kept his calm and hit pressure-releasing boundaries to […]",https://www.herald.co.zw/marabha-picks-incredible-form/
Sports,"CHEVRONS COLLAPSE, LOSE AGAIN",Tadious Manyepo-Sports Reporter CAPS United . . . . . . . . . . . . . . . . .  (3)3 Hwange . . . . . . . . . . . . . . . . . . . . .  0 CAPS UNITED roared back from last week’s disappointment with […],https://www.herald.co.zw/chevrons-collapse-lose-again/
Sports,CAPS United bounce back,"Sports Reporter  ZIMBABWE international striker Tino Kadewere and Nantes escaped from third-placed Brest with a goalless draw on Saturday night to boost their hopes of staying in the French Ligue 1. The point earned took Nantes to 33 points from 32 games, four ahead of Metz who occupy the final relegation slot. With only two […]",https://www.herald.co.zw/caps-united-bounce-back/
Sports,Survival boost for Kadewere,"Innocent Muchochomi, in NGEZI Chegutu Pirates . . . . . . . . . . . . . . .   (1)1 Simba Bhora . . . . . . . . . . . . . . . . . .   (1)2 SIMBA Bhora striker Tymon Machope let loose a cracker in […]",https://www.herald.co.zw/survival-boost-for-kadewere/
